Station ID,Station Name,Data Source,Latitude (deg),Longitude (deg),Observation ID,Observation Date,Day of Year (day),Month (month),City,State/Province,County,Number,Amphibian Common Names,Life Stage,Malformation Type,Side of Body,Malformation Location,Malformation Description,Station Address,Photos,Media,Documents
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744422,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745610,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745142,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744793,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744342,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744519,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744748,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745180,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746283,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745360,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744996,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745516,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746330,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744385,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745230,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744942,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745967,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745059,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745149,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745575,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745316,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745551,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745716,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745706,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744491,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744706,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745112,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745794,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745414,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745781,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745376,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744449,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746016,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745963,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745616,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744959,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745913,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745629,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746049,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744581,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745389,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745393,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745456,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745523,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745667,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745949,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744835,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745085,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744762,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746072,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745984,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744816,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744833,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744455,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746061,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745040,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745603,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745079,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744338,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745902,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745968,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744875,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744344,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745146,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745672,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745646,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746015,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8746385,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745481,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745593,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744474,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744854,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745721,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745861,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744588,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744824,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745450,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745287,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745935,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745123,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8745798,1986-06-30,Jun-30,June,Felton,California,Santa Cruz,,Pacific Treefrog Complex,Don't know,Abnormal Not Specified,,NA,"various hind limb abnormalities, extra hind limbs, missing hind and forelimbs",, , , 
1755193,"Felton, CA W Zayante Rd.",Malformation Nation Observations,37.066609,-122.051066,8744685,1986-08-31,Aug-31,August,Felton,California,Santa Cruz,,Santa Cruz Long-toed Salamander,Don't know,Abnormal Not Specified,,NA,"various hind and forelimb abnormalities, extra hind limbs, one extra forelimb, missing hind digits, one missing front digit, extra hind digits",, , , 
